name,salary_from,salary_to,salary_currency,area_name,published_at
Консультант 1С:ЗУП (удаленно),160919,183908,RUR,,2022-12-15T22:02:19+0300
Консультант 1С:ЗУП (удаленно),160919,183908,RUR,,2022-12-15T22:02:33+0300
Консультант 1С:ЗУП (удаленно),160919,183908,RUR,,2022-12-15T22:02:27+0300
Senior QA Automation (Python),,,,,2022-12-15T22:42:01+0300
Ведущий системный программист ОС GNU/Linux встраиваемых систем,,,,,2022-12-15T22:29:56+0300
Оператор станков с ЧПУ,60000,,RUR,Ижевск,2022-12-15T23:05:12+0300
Мастер по ремонту телефонов,1500,,BYR,,2022-12-15T23:10:25+0300
Стажер-программист 1С,50000,100000,RUR,Москва,2022-12-15T23:56:25+0300
Консультант по кибербезопасности (пресейл),200000,300000,RUR,Москва,2022-12-15T23:00:48+0300
IT-специалист,230000,280000,KZT,,2022-12-15T23:04:09+0300
"Руководитель проектов (разработка систем, автоматизация бизнес процессов)",,,,,2022-12-15T23:54:50+0300
Монтажник слаботочных систем,40000,,RUR,Железногорск,2022-12-15T23:56:25+0300
Электромонтер,40000,,RUR,Соликамск,2022-12-15T23:56:25+0300
Менеджер по работе с проектными организациями,,,,,2022-12-15T23:42:36+0300
Senior DevOps Engineer,,,,,2022-12-15T23:35:01+0300
Integration Manager (Extranet),,,,Москва,2022-12-15T23:18:48+0300
Контент-менеджер,30000,45000,RUR,,2022-12-16T00:18:39+0300
"Auto QA engineer (Автоматизатор тестирования на Python, senior)",,,,Санкт-Петербург,2022-12-16T00:50:59+0300
Корректор,26900,,RUR,Хабаровск,2022-12-16T01:22:20+0300
Начальник автотранспортной службы,90000,111200,RUR,Хабаровск,2022-12-16T01:27:35+0300
Редактор машинного перевода (постредактор; маркетинг; русский-английский),,,,,2022-12-16T01:51:42+0300
Разработчик PL/SQL (Управленческая отчетность ФД КИБ),,,,,2022-12-16T01:30:10+0300
Разработчик PL/SQL (Управленческая отчетность ФД КИБ),,,,,2022-12-16T01:31:30+0300
Программист,60000,,RUR,Хабаровск,2022-12-16T01:28:27+0300
Менеджер онлайн-торговли,60000,80000,RUR,Москва,2022-12-16T01:03:36+0300
Системный администратор / Специалист по автоматизированным системам управления производством,60000,,RUR,Хабаровск,2022-12-16T01:22:38+0300
Разработчик PL/SQL (Управленческая отчетность ФД КИБ),,,,,2022-12-16T01:31:03+0300
1с программист,,100000,RUR,Хабаровск,2022-12-16T01:27:40+0300
Менеджер тестовых сред (Управленческая отчетность ФД КИБ),,,,,2022-12-16T01:23:22+0300
Менеджер тестовых сред (Управленческая отчетность ФД КИБ),,,,,2022-12-16T01:22:48+0300
