name,salary_from,salary_to,salary_currency,area_name,published_at
Web-designer / UX/UI Designer (Middle +),80000,,RUR,,2022-12-22T17:50:46+0300
Руководитель группы бизнес-анализа поддержки Плюса,,,,,2022-12-22T17:50:47+0300
Blockchain developer (golang),3000,5500,USD,Ереван,2022-12-22T17:09:34+0300
Junior DevOps Engineer,,,,Ростов-на-Дону,2022-12-22T17:44:24+0300
Токарь-расточник - возможно обучение,80000,100000,RUR,Новосибирск,2022-12-22T17:05:44+0300
Закупщик товаров из Китая,70000,100000,RUR,Санкт-Петербург,2022-12-22T17:53:51+0300
Аналитик процессинга,,,,,2022-12-22T17:51:48+0300
Cпециалист/Тестировщик (Система управления эффективностью),,,,,2022-12-22T17:45:09+0300
Сборщик мебели (Монтажник)/Хаус мастер,60000,90000,RUR,Казань,2022-12-22T17:36:33+0300
Продуктовый редактор (English),60000,85000,RUR,Санкт-Петербург,2022-12-22T17:20:50+0300
Automation QA Engineer (Удаленно),,,,,2022-12-22T17:29:03+0300
Проектный менеджер,,,,Ташкент,2022-12-22T17:09:12+0300
Разработчик систем компьютерного зрения,,,,Санкт-Петербург,2022-12-22T17:53:13+0300
Оператор станков с ЧПУ токарная группа,80000,,RUR,Псков,2022-12-22T17:23:02+0300
Старший аналитик,,,,,2022-12-22T17:09:13+0300
Копирайтер/Журналист,60000,,RUR,,2022-12-22T17:04:18+0300
Инженер-механик,60000,60000,RUR,Новоусманский район,2022-12-22T17:40:57+0300
Техник по эксплуатации,40000,,RUR,Санкт-Петербург,2022-12-22T17:58:23+0300
Product manager,,,,,2022-12-22T17:15:05+0300
Художник/Графический дизайнер,50000,,RUR,,2022-12-22T17:33:24+0300
Механик в офис,50000,,RUR,Нижний Новгород,2022-12-22T17:23:35+0300
Менеджер проекта,50000,,RUR,Ярославль,2022-12-22T17:32:45+0300
Data Scientist,,,,,2022-12-22T17:53:13+0300
Гибщик металла на гибочном прессе,57500,57500,RUR,городской округ Нижний Новгород,2022-12-22T17:42:49+0300
Наладчик технологического оборудования,40000,50000,RUR,Тольятти,2022-12-22T17:22:10+0300
Оператор гибочного станка,70000,100000,RUR,Батайск,2022-12-22T17:46:01+0300
Заместитель руководителя автотранспортного предприятия,180000,,RUR,,2022-12-22T18:41:16+0300
Junior QA engineer,,,,,2022-12-22T18:25:41+0300
IT Junior Project / Project Manager,,,,Москва,2022-12-22T18:21:53+0300
Специалист по сопровождению клиентов (customer care) - первая линия поддержки,70000,,RUR,Москва,2022-12-22T18:08:51+0300
Тестировщик мобильных приложений,,,,Саратов,2022-12-22T18:59:39+0300
Python Developer,,,,Санкт-Петербург,2022-12-22T18:36:09+0300
"HTML-верстальщик со знанием Wordpress (удаленно, западные клиенты)",,,,,2022-12-22T18:29:14+0300
Дизайнер презентаций,80000,120000,RUR,Москва,2022-12-22T18:59:53+0300
Аналитик данных,60000,,RUR,Вологда,2022-12-22T18:20:27+0300
Data Analyst,,,,,2022-12-22T18:07:38+0300
Тестировщик back-end систем,,,,Саратов,2022-12-22T18:54:08+0300
Верстальщик,,,,Москва,2022-12-22T18:30:21+0300
JavaScript разработчик,,,,,2022-12-22T18:17:49+0300
Разработчик Python (Web),200000,,RUR,,2022-12-22T18:34:25+0300
Ведущий специалист по информационной безопасности,71500,75000,RUR,Омск,2022-12-22T18:52:32+0300
QA Automation Engineer (С#),,,,,2022-12-22T18:47:24+0300
"Моушн-дизайнер, Motion Designer",60000,80000,RUR,Санкт-Петербург,2022-12-22T18:51:58+0300
Монтажник радиоэлектронной аппаратуры и приборов (ученик),,,,Рязань,2022-12-22T18:25:09+0300
Системный администратор,,,,,2022-12-22T18:02:03+0300
Администратор (аккаунт-менеджер) в Арт-школу,25000,50000,RUR,,2022-12-22T18:18:23+0300
Старший специалист Снабжения по операционной услуге,,,,,2022-12-22T18:14:06+0300
PHP/web-программист (удаленно),100000,,RUR,Казань,2022-12-22T18:34:49+0300
Project manager (mobile development),,100000,RUR,,2022-12-22T18:31:06+0300
Начинающий (младший) программист 1С / стажёр-инженер 1С,60000,,RUR,Москва,2022-12-22T18:58:02+0300
Проджект-менеджер,80000,160000,RUR,,2022-12-22T18:32:35+0300
Начальник ИТ-отдела,,,,,2022-12-22T18:05:43+0300
Системный администратор,,200000,RUR,,2022-12-22T18:05:00+0300
"Выездной системный администратор (Серов, Краснотурьинск)",,,,,2022-12-22T18:10:21+0300
Web-разработчик,70000,,RUR,,2022-12-22T18:22:23+0300
Middle+/Senior Разработчик,150000,,RUR,,2022-12-22T18:12:10+0300
UI & UX Designer,,,,Нижний Новгород,2022-12-22T18:34:56+0300
Специалист технической поддержки,,60000,RUR,,2022-12-22T18:05:30+0300
Руководитель проекта по развитию,,,,,2022-12-22T18:26:46+0300
Дизайнер,,,,Саранск,2022-12-22T18:58:44+0300
Ночной оператор фрезерных станков ЧПУ,90000,120000,RUR,Санкт-Петербург,2022-12-22T18:55:27+0300
Программист PHP,,,,Кудрово,2022-12-22T18:16:39+0300
Java-разработчик (банковское ПО),,,,,2022-12-22T18:46:53+0300
Сборщик светодиодной продукции,,52000,RUR,Химки,2022-12-22T18:15:17+0300
Product manager,40000,100000,RUR,Астрахань,2022-12-22T18:09:09+0300
Редактор титров прямого эфира,,,,,2022-12-22T18:47:18+0300
Веб-разработчик,,,,Краснодар,2022-12-22T18:14:03+0300
Специалист ИТ / системный администратор,80000,,RUR,Краснодар,2022-12-22T18:28:38+0300
QA Engineer (СЭД Тезис),,,,Москва,2022-12-22T18:46:37+0300
IT Директор / Директор по информационным технологиям,,,,Москва,2022-12-22T18:40:29+0300
Специалист технической поддержки / IT support engineer,80000,100000,RUR,,2022-12-22T18:19:07+0300
Контролер технического состояния (КТС),60000,,RUR,,2022-12-22T18:39:58+0300
Техник по эксплуатации,50000,,RUR,,2022-12-22T18:00:08+0300
Руководитель группы технической поддержки 1-ой линии,,,,Москва,2022-12-22T18:28:09+0300
Ведущий разработчик бэк-энда (NodeJS),500000,500000,RUR,,2022-12-22T18:50:38+0300
Специалист по поддержке пользователей (удаленно),33000,48000,RUR,,2022-12-22T18:47:50+0300
"Инженер-программист АСУ / Инженер-электронщик, г. Тбилиси",1500,2000,USD,,2022-12-22T18:23:51+0300
Инженер-электроник,53000,,RUR,Санкт-Петербург,2022-12-22T18:04:13+0300
Начальник сектора производственной аналитики,,,,Светлый (Калининградская область),2022-12-22T18:03:51+0300
Manual QA Engineer at Luna,,,,,2022-12-22T18:23:36+0300
Программист PHP,,,,,2022-12-22T18:18:57+0300
Системный аналитик,,,,,2022-12-22T18:08:34+0300
Frontend developer (Vue.js / React),,,,Белгород,2022-12-22T18:00:09+0300
Старший специалист ТОиР,,,,,2022-12-22T18:14:26+0300
Product Analyst,1500,3000,USD,,2022-12-22T18:41:52+0300
QA-инженер,,,,Москва,2022-12-22T18:03:15+0300
Обработчик изделий,45000,,RUR,Мытищи,2022-12-22T18:43:19+0300
Наладчик-программист фрезерных станков с ЧПУ,100000,,RUR,Москва,2022-12-22T18:57:29+0300
Удаленный копирайтер (маркетолог),40000,60000,RUR,,2022-12-22T18:10:19+0300
Web-дизайнер,250000,,KZT,Алматы,2022-12-22T18:10:25+0300
Эксперт группы проверок и контроля ИБ,,,,,2022-12-22T18:00:07+0300
Senior Product Manager,,,,,2022-12-22T18:56:41+0300
Java Backend developer,,,,,2022-12-22T18:18:48+0300
Руководитель отдела дизайна,100000,,RUR,Краснодар,2022-12-22T18:51:15+0300
Технический директор молочного пищевого производства (Славный Сыровар),90000,,RUR,,2022-12-22T18:55:40+0300
Product Analyst,1500,3000,USD,,2022-12-22T18:01:07+0300
VBA разработчик,,,,,2022-12-22T18:47:02+0300
"Выездной системный администратор (Серов, Краснотурьинск)",,,,,2022-12-22T18:10:21+0300
Начинающий IT специалист,50000,,RUR,,2022-12-22T18:38:06+0300
Дизайнер-визуализатор,,,,Новочебоксарск,2022-12-22T18:47:03+0300
Администратор ИТ-проектов,,,,Москва,2022-12-22T18:57:02+0300
